公历日期,十二值日,十二值神,黄道吉日,宜,忌
2041-11-24,收,玄武,否,祭祀、祈福、求嗣、斋醮、沐浴、冠笄、出行、理发、拆卸、解除、起基、动土、定磉、安碓磑、开池、掘井、扫舍、除服、成服、移柩、启钻、立碑、谢土,移徙、入宅、安门、作梁、安葬
2041-11-25,开,司命,是,嫁娶、冠笄、安床、纳采、会亲友、塞穴、捕捉、置产、造畜稠,开光、掘井、安葬、谢土、修坟
2041-11-26,闭,勾陈,否,祭祀、沐浴、馀事勿取,诸事不宜
2041-11-27,建,青龙,否,祭祀、会亲友、嫁娶、沐浴、修造、动土、祈福、开光、塑绘、出行、订盟、纳采、裁衣、入殓、除服、成服、移柩、启钻、赴任、竖柱、上梁、纳财、扫舍、栽种、纳畜、伐木,入宅、作灶、安床、开仓
2041-11-28,除,明堂,是,理发、会亲友、补垣、塞穴、结网,嫁娶、入宅、安门、移徙
2041-11-29,满,天刑,否,祭祀、祈福、订盟、纳采、裁衣、拆卸、修造、动土、起基、安床、移徙、入宅、安香、除服、成服、入殓、移柩、安葬、谢土、赴任、会亲友、进人口、出行、竖柱、上梁、经络、开市、交易、立券、纳财、开仓,作灶、治病、伐木、作梁
2041-11-30,平,朱雀,否,祭祀、祈福、订盟、纳采、裁衣、拆卸、修造、动土、起基、安床、移徙、入宅、安香、入殓、移柩、安葬、谢土、赴任、进人口、会亲友,作灶、治病
2041-12-01,定,金匮,是,祭祀、塑绘、开光、订盟、纳采、嫁娶、安床、进人口、入殓、除服、成服、移柩、启钻、安葬、立碑,开市、交易、破土、作灶
2041-12-02,执,天德,是,祭祀、解除、破屋、坏垣、馀事勿取,诸事不宜
2041-12-03,破,白虎,否,祭祀、解除、祈福、开光、塑绘、斋醮、订盟、纳采、裁衣、冠笄、拆卸、修造、动土、入殓、除服、成服、移柩、启钻、安床、赴任、出行、移徙、竖柱、上梁、伐木、栽种、破土、安葬、纳畜,盖屋、治病
2041-12-04,危,玉堂,是,祭祀、祈福、订盟、纳采、裁衣、合帐、冠笄、安机械、安床、造畜稠、入殓、移柩、启钻、安葬、谢土、除服、成服、会亲友、竖柱、上梁、经络、开市、交易、立券、纳财、纳畜、筑堤,嫁娶、入宅、治病、赴任
2041-12-05,成,天牢,是,沐浴、扫舍、馀事勿取,诸事不宜
2041-12-06,收,玄武,否,诸事不宜,无
2041-12-07,开,司命,是,纳采、订盟、祭祀、祈福、求嗣、塑绘、解除、拆卸、修造、动土、竖柱、上梁、安门、置产、开池、掘井、纳畜、安床、栽种、造畜稠、破土、移柩、立碑,嫁娶、开市、出火、进人口、入殓、赴任、入宅、移徙、出行、安葬
2041-12-08,闭,勾陈,否,入宅、移徙、出行、进人口、修造、动土、起基、上梁、安门、造仓、补垣、塞穴、造畜稠,嫁娶、开市、安床、栽种、安葬、祈福、开光、掘井
2041-12-09,建,青龙,否,造畜稠、教牛马,入宅、移徙、分居、作灶、出火、安香、动土、嫁娶、掘井、扫舍、造桥
2041-12-10,除,明堂,是,订盟、纳采、造车器、祭祀、祈福、出行、安香、修造、动土、上梁、开市、交易、立券、移徙、入宅、会亲友、安机械、栽种、纳畜、盖屋、起基、安床、造畜稠,破土、安葬、行丧、开生坟
2041-12-11,满,天刑,否,订盟、纳采、会亲友、安机械、开光、修造、动土、竖柱、上梁、盖屋、起基、造桥、栽种、纳畜、造畜稠、移柩、入殓、启钻、修坟、立碑、安葬,祈福、出火、嫁娶、入宅、开市、破土
2041-12-12,平,朱雀,否,祭祀、平治道涂、修坟、除服、成服、馀事勿取,移徙、入宅、嫁娶、掘井、安葬
2041-12-13,定,金匮,是,嫁娶、冠笄、祭祀、祈福、求嗣、雕刻、开光、安香、出行、入学、修造、动土、竖柱、上梁、盖屋、起基、安门、出火、移徙、入宅、掘井、造畜稠、安葬、破土、除服、成服,开市、纳采、订盟、作灶、造庙、造船、经络
2041-12-14,执,天德,是,嫁娶、订盟、纳采、祭祀、祈福、求嗣、斋醮、安香、出火、修造、起基、盖屋、合脊、安门、安碓磑、动土、上梁、移徙、入宅,出行、掘井、破土、行丧、安葬
2041-12-15,破,白虎,否,祭祀、沐浴、破屋、坏垣、馀事勿取,嫁娶、移徙、入宅、探病、出行、盖屋
2041-12-16,危,玉堂,是,冠笄、纳财、掘井、开池、出火、安床、交易、立券、畋猎、结网、理发、放水,安门、动土、破土、行丧、安葬、成服
2041-12-17,成,天牢,是,纳采、订盟、移徙、入宅、出行、安机械、会亲友、祭祀、祈福、斋醮、开光、安香、出火、解除、求医、针灸、治病、盖屋、起基、修造、安门、造船、纳畜、牧养、移柩、入殓、启钻、谢土、修坟、立碑,嫁娶、动土、安床、造桥、掘井
2041-12-18,收,玄武,否,祭祀、沐浴、作灶、纳财、捕捉、畋猎、安床、扫舍,开市、斋醮、破土、安葬
2041-12-19,开,司命,是,祈福、斋醮、纳采、订盟、解除、架马、开柱眼、修造、动土、起基、上梁、归岫、盖屋、合脊、掘井、除服、成服、破土、栽种,移徙、开市、入宅、安葬
2041-12-20,闭,勾陈,否,纳采、订盟、祭祀、沐浴、冠笄、合帐、裁衣、修造、动土、拆卸、移徙、入宅、安门、开仓、筑堤、开厕、栽种、纳畜、补垣、塞穴,嫁娶、祈福、开光、掘井、安葬、行丧
2041-12-21,建,青龙,否,合帐、裁衣、教牛马、馀事勿取,入宅、动土、破土、嫁娶、作灶、造船
2041-12-22,除,明堂,是,纳采、订盟、嫁娶、祭祀、祈福、安香、出火、出行、会亲友、经络、求医、治病、解除、拆卸、起基、修造、动土、定磉、扫舍、栽种、牧养、造畜稠,斋醮、作梁、掘井、行丧、安葬
2041-12-23,除,明堂,是,纳财、开市、交易、立券、会亲友、进人口、经络、祭祀、祈福、安香、出火、求医、治病、修造、动土、拆卸、扫舍、安床、栽种、牧养、开生坟、合寿木、入殓、安葬、启钻,嫁娶、移徙、入宅
2041-12-24,满,天刑,否,祭祀、入殓、移柩、馀事勿取,入宅、修造、动土、破土、安门、上梁
2041-12-25,平,朱雀,否,塑绘、开光、订盟、纳采、裁衣、冠笄、拆卸、修造、安床、入宅、出火、安葬、谢土、赴任,掘井、伐木、斋醮、作灶
2041-12-26,定,金匮,是,祭祀、塑绘、开光、裁衣、冠笄、嫁娶、纳采、拆卸、修造、动土、竖柱、上梁、安床、移徙、入宅、安香、结网、捕捉、畋猎、伐木、进人口、放水,出行、安葬、修坟、开市
2041-12-27,执,天德,是,祭祀、求医、破屋、坏垣、馀事勿取,诸事不宜
2041-12-28,破,白虎,否,祭祀、祈福、斋醮、出行、冠笄、安机械、移徙、入宅、安香、安床、除服、成服、移柩、启钻,开光、栽种、治病、安门、作灶
2041-12-29,危,玉堂,是,塑绘、斋醮、出行、拆卸、解除、修造、移徙、造船、入殓、除服、成服、移柩、启钻、修坟、立碑、谢土,无
2041-12-30,成,天牢,是,祭祀、沐浴、安床、纳财、畋猎、捕捉,开市、破土
2041-12-31,收,玄武,否,订盟、纳采、祭祀、祈福、修造、动土、上梁、破土,嫁娶、作灶
2042-01-01,开,司命,是,出行、沐浴、理发、补垣、塞穴,入宅、安葬
2042-01-02,闭,勾陈,否,教牛马、馀事勿取,入宅、动土、破土
2042-01-03,建,青龙,否,嫁娶、出行、求医、治病、祭祀、祈福、上梁、纳畜,开市、安葬
2042-01-04,除,明堂,是,开市、立券、开光、解除、安机械、上梁、启钻、安葬,嫁娶、祈福
2042-01-05,满,天刑,否,出行、起基、安床、纳财、交易、立券、嫁娶、栽种、入殓、移柩、安葬,挂匾、入宅、上梁、祈福、词讼、作梁、作灶、开池、安门、动土、破土、掘井
2042-01-06,平,朱雀,否,平治道涂、馀事勿取,开光、嫁娶、开仓、出货财、造船、安葬、探病
2042-01-07,定,金匮,是,嫁娶、订盟、纳采、会亲友、祭祀、安机械、移徙、入宅、盖屋、安床、起基、定磉、安香、出火、挂匾、拆卸、置产,开市、出行、安葬、行丧
2042-01-08,执,天德,是,沐浴、捕捉、畋猎、理发、整手足甲、入殓、除服、成服、破土、安葬、谢土、立碑、修坟、启钻,纳采、订盟、嫁娶、上梁、开市、斋醮、盖屋、安门
2042-01-09,破,白虎,否,祭祀、破屋、坏垣、馀事勿取,斋醮、嫁娶、开市
2042-01-10,危,玉堂,是,沐浴、开仓、出货财、开市、交易、立券、纳财、栽种、纳畜、牧养、畋猎、入殓、破土、安葬,祈福、嫁娶、安床、入宅、造船
2042-01-11,成,天牢,是,祭祀、沐浴、补垣、塞穴、断蚁、解除、馀事勿取,造庙、入宅、修造、安葬、行丧、嫁娶
2042-01-12,收,玄武,否,嫁娶、纳采、订盟、问名、祭祀、冠笄、裁衣、会亲友、进人口、纳财、捕捉、作灶,开市、安床、安葬、修坟
2042-01-13,开,司命,是,订盟、纳采、会亲友、祭祀、斋醮、沐浴、塑绘、出火、开光、竖柱、上梁、开市、交易、立券、作梁、开柱眼、伐木、架马、安门、安床、拆卸、牧养、造畜稠、掘井,造庙、嫁娶、出行、动土、安葬、行丧
2042-01-14,闭,勾陈,否,交易、立券、纳财、安床、裁衣、造畜稠、安葬、谢土、启钻、除服、成服、修坟、立碑、移柩、入殓,开光、嫁娶、开市、动土、破土
2042-01-15,建,青龙,否,祭祀、解除、教牛马、会亲友、馀事勿取,破土、动土、安葬
2042-01-16,除,明堂,是,纳采、订盟、移徙、纳财、开市、交易、立券、入宅、会亲友、解除、求医、治病、入学、安床、安门、安香、出火、拆卸、扫舍、挂匾、开生坟、合寿木、破土、修坟、启钻、入殓,探病、祭祀、出行、上梁、盖屋、谢土、安葬
2042-01-17,满,天刑,否,嫁娶、订盟、纳采、祭祀、祈福、求嗣、会亲友、解除、出行、入学、纳财、开市、交易、立券、习艺、经络、安床、开仓、出货财、纳畜、安葬、启钻、修坟、入殓,入宅、开光、动土
2042-01-18,平,朱雀,否,祭祀、冠笄、嫁娶、会亲友、进人口、裁衣、结网、平治道涂,移徙、入宅、造庙、作灶、治病、安葬
2042-01-19,定,金匮,是,祭祀、安碓磑、结网、馀事勿取,嫁娶、安葬
2042-01-20,执,天德,是,嫁娶、祭祀、沐浴、裁衣、出行、理发、移徙、捕捉、畋猎、放水、入宅、除服、成服、启钻、安葬、移柩、入殓,盖屋、开市、动土、破土
2042-01-21,破,白虎,否,破屋、坏垣、馀事勿取,嫁娶、开市、安葬
2042-01-22,破,白虎,否,纳采、订盟、祭祀、求嗣、出火、塑绘、裁衣、会亲友、入学、拆卸、扫舍、造仓、挂匾、掘井、开池、结网、栽种、纳畜、破土、修坟、立碑、安葬、入殓,祈福、嫁娶、造庙、安床、谢土
2042-01-23,危,玉堂,是,入殓、除服、成服、移柩、启钻、安葬、修坟、立碑,开市、伐木、嫁娶、作梁
2042-01-24,成,天牢,是,祭祀、作灶、入殓、除服、馀事勿取,开市、安床
2042-01-25,收,玄武,否,塑绘、开光、沐浴、冠笄、会亲友、作灶、放水、造畜稠,嫁娶、入殓、安葬、出行
2042-01-26,开,司命,是,祭祀、沐浴、祈福、斋醮、订盟、纳采、裁衣、拆卸、起基、竖柱、上梁、安床、入殓、除服、成服、移柩、启钻、挂匾、求嗣、出行、合帐、造畜稠,开仓、嫁娶、移徙、入宅
2042-01-27,闭,勾陈,否,祭祀、解除、馀事勿取,诸事不宜
2042-01-28,建,青龙,否,沐浴、解除、订盟、纳采、裁衣、冠笄、拆卸、修造、动土、移徙、入宅、除服、成服、移柩、破土、启钻、安葬、扫舍、修坟、伐木、纳财、交易、立券,作灶、祭祀、上梁、出行
2042-01-29,除,明堂,是,出行、嫁娶、订盟、纳采、入殓、安床、启钻、安葬、祭祀、裁衣、会亲友、进人口,无
2042-01-30,满,天刑,否,修饰垣墙、平治道涂、入殓、移柩、馀事勿取,嫁娶、移徙、入宅、开光
2042-01-31,平,朱雀,否,会亲友、纳采、进人口、修造、动土、竖柱、上梁、祭祀、开光、塑绘、祈福、斋醮、嫁娶、安床、移徙、入宅、安香、纳畜,出行、治病、安葬、开市
2042-02-01,定,金匮,是,祭祀、会亲友、出行、订盟、纳采、沐浴、修造、动土、祈福、斋醮、嫁娶、拆卸、安床、入殓、移柩、安葬、谢土、赴任、裁衣、竖柱、上梁、伐木、捕捉、栽种、破土、安门,盖屋、开市、作灶、入宅
2042-02-02,执,天德,是,解除、破屋、坏垣、馀事勿取,诸事不宜
2042-02-03,破,白虎,否,塑绘、开光、出行、订盟、纳采、除服、成服、嫁娶、纳婿、入殓、移柩、启钻、安葬、立碑,入宅、安床
2042-02-04,危,玉堂,是,纳采、订盟、祭祀、祈福、安香、出火、修造、出行、开市、移徙、入宅、动土、安葬、破土,安床、作灶、造船、会亲友
2042-02-05,成,天牢,是,塞穴、结网、取渔、畋猎,嫁娶、安门、移徙、入宅、安葬
2042-02-06,收,玄武,否,纳采、祭祀、祈福、出行、会亲友、修造、动土、移徙、入宅,嫁娶、开市、安葬、破土
2042-02-07,开,司命,是,纳采、嫁娶、祭祀、祈福、出行、开市、会亲友、动土、破土、启钻,移徙、入宅、出火、安门、安葬
2042-02-08,闭,勾陈,否,祭祀、祈福、求嗣、斋醮、入殓、除服、成服、移柩、安葬、启钻,嫁娶、动土、开光、盖屋、破土
2042-02-09,建,青龙,否,纳采、会亲友、竖柱、上梁、立券、入殓、移柩、安葬、启钻,祭祀、移徙、入宅、动土、破土
2042-02-10,除,明堂,是,祭祀、祈福、斋醮、出行、开市、立券、动土、移徙、入宅、破土、安葬,开光、嫁娶、作灶、掘井、纳畜
2042-02-11,满,天刑,否,会亲友、求嗣、理发、冠笄、结网、捕捉、开光,开市、动土、安葬、破土
2042-02-12,平,朱雀,否,祭祀、平治道涂、馀事勿取,嫁娶、祈福、掘井、安葬
2042-02-13,定,金匮,是,祈福、求嗣、斋醮、纳采、嫁娶、伐木、修造、动土、移徙、入宅、造庙、安机械、开市、入殓、除服、成服、移柩、安葬、破土、谢土,置产、盖屋、合脊、开光、探病、安门、作灶
2042-02-14,执,天德,是,入学、习艺、出行、纳采、订盟、嫁娶、会亲友、进人口、牧养、捕捉、入殓、移柩、安葬、启钻,开光、开市、入宅、动土、盖屋
2042-02-15,破,白虎,否,祭祀、沐浴、求医、治病、扫舍、破屋、坏垣、解除、馀事勿取,入宅、开市、安葬
2042-02-16,危,玉堂,是,祭祀、冠笄、嫁娶、拆卸、修造、动土、起基、上梁、盖屋、入宅、开市、开池、塞穴、入殓、除服、成服、移柩、安葬、破土,安床、栽种、治病、作灶
2042-02-17,成,天牢,是,祭祀、结网、入殓、除服、成服、移柩、安葬、破土,馀事勿取
2042-02-18,收,玄武,否,塑绘、开光、祈福、求嗣、订盟、纳采、裁衣、冠笄、拆卸、修造、动土、起基、安门、安床、移徙、造仓、结网、纳畜,伐木、作灶、安葬、取渔、入宅
2042-02-19,开,司命,是,祭祀、沐浴、开光、塑绘、祈福、求嗣、订盟、纳采、冠笄、裁衣、嫁娶、动土、除服、成服、移柩、破土、启钻、出行、安碓磑、放水、开市、立券、交易,安葬、上梁、入宅、作灶
2042-02-20,开,司命,是,祭祀、祈福、求嗣、酬神、裁衣、安床、立券、交易、入殓、除服、成服、移柩、谢土、启钻,出行、嫁娶、入宅、动土
2042-02-21,闭,勾陈,否,裁衣、合帐、入殓、除服、成服、会亲友、纳财,祭祀、祈福、移徙、嫁娶、入宅
2042-02-22,建,青龙,否,祭祀、斋醮、裁衣、合帐、冠笄、订盟、纳采、嫁娶、入宅、安香、谢土、入殓、移柩、破土、立碑、会亲友、出行、祈福、求嗣、上梁、放水,掘井
2042-02-23,除,明堂,是,安床、合帐、入宅、问名、纳采、求嗣、祭祀、开仓,斋醮、作灶、安葬
2042-02-24,满,天刑,否,作灶、平治道涂,祭祀、祈福、安葬、安门、馀事勿取
2042-02-25,平,朱雀,否,塑绘、开光、酬神、斋醮、订盟、纳采、裁衣、合帐、拆卸、动土、上梁、安床、安香、造庙、挂匾、会亲友、进人口、出行、修造、纳财、伐木、放水、出火、纳畜、沐浴、安门,盖屋、栽种、安葬、作灶
2042-02-26,定,金匮,是,祭祀、祈福、酬神、订盟、纳采、冠笄、裁衣、合帐、嫁娶、安床、移徙、入宅、安香、入殓、移柩、启钻、安葬、解除、取渔、捕捉、伐木、安门、出火,栽种、动土、开市、作灶
2042-02-27,执,天德,是,求医、破屋,诸事不宜
2042-02-28,破,白虎,否,祈福、求嗣、斋醮、塑绘、开光、订盟、纳采、嫁娶、动土、入宅、安香、移柩、安葬、谢土、出行、沐浴、修造、竖柱、上梁、纳财、破土、解除、安门、放水,作灶、安床
2042-03-01,危,玉堂,是,取渔、入殓、除服、成服、移柩、破土、安葬、立碑,嫁娶、上梁、入宅、作灶
2042-03-02,成,天牢,是,祭祀、求嗣、沐浴、酬神、订盟、纳采、裁衣、合帐、冠笄、安机械、安床、造仓、开池、经络、纳财、开市、立券、交易、结网、取渔、纳畜、捕捉,安葬、作灶、伐木、作梁
2042-03-03,收,玄武,否,祭祀、沐浴、祈福、求嗣、斋醮、订盟、纳采、裁衣、冠笄、开市、立券、交易、纳财、除服、谢土、出行、移柩,入殓、安葬、作灶、入宅
2042-03-04,开,司命,是,祭祀、祈福、求嗣、入殓、启钻、安葬、移柩,开光、掘井、针灸、出行、嫁娶、入宅、移徙、作灶、动土
2042-03-05,闭,勾陈,否,冠笄、立券、交易、修造、动土、安机械、入殓、安葬、破土,嫁娶、祈福、出火、入宅
2042-03-06,建,青龙,否,祭祀、会亲友、出行、立券、交易、冠笄、纳财,嫁娶、动土、掘井、起基、定磉、破土
2042-03-07,除,明堂,是,祭祀、沐浴、解除、扫舍、塞穴、牧养,嫁娶、安葬、行丧、安门
2042-03-08,满,天刑,否,纳财、开市、交易、立券、开光、针灸、会亲友、理发、安床、造仓、结网,移徙、入宅、栽种
2042-03-09,平,朱雀,否,嫁娶、冠笄、会亲友、安机械、纳财、交易、立券、置产,开市、盖屋、治病、作灶
2042-03-10,定,金匮,是,嫁娶、造车器、纳采、订盟、祭祀、祈福、安机械、移徙、入宅、开市、立券、破土、安葬,纳畜、理发、合寿木
2042-03-11,执,天德,是,祈福、斋醮、出行、移徙、入宅、修造、动土、破土、安葬,纳采、开光、安床、嫁娶、开市
2042-03-12,破,白虎,否,破屋、坏垣、馀事勿取,嫁娶、移徙、开市、入宅
2042-03-13,危,玉堂,是,嫁娶、冠笄、祭祀、出行、会亲友、修造、动土、入殓、破土,塑绘、开光、造桥、除服、成服
2042-03-14,成,天牢,是,开光、求嗣、出行、纳采、冠笄、出火、拆卸、起基、修造、动土、上梁、移徙、造船、开市、交易、立券、纳财,祈福、嫁娶、安葬、破土
2042-03-15,收,玄武,否,理发、冠笄、嫁娶、进人口、栽种、捕捉、针灸,纳财、开市、安葬、破土
2042-03-16,开,司命,是,开光、祈福、求嗣、出行、解除、伐木、盖屋、起基、修造、架马、安门、移徙、入宅、造庙、除服、成服、移柩、谢土、纳畜、牧养,纳采、动土、开市、交易
2042-03-17,闭,勾陈,否,裁衣、经络、伐木、开柱眼、拆卸、修造、动土、上梁、合脊、合寿木、入殓、除服、成服、移柩、破土、安葬、启钻、修坟、立碑,祭祀、嫁娶、出行、掘井
2042-03-18,建,青龙,否,祭祀、会亲友、立券、交易、裁衣、合帐、嫁娶、冠笄、进人口,栽种、动土、安葬、掘井、修坟、探病
2042-03-19,除,明堂,是,扫舍、塞穴、馀事勿取,诸事不宜
2042-03-20,满,天刑,否,塑绘、开光、订盟、纳采、裁衣、合帐、冠笄、安机械、会亲友、纳财、开市、立券、交易、安床、竖柱、上梁、结网、栽种、解除、经络,作灶、出行、入宅、安葬
2042-03-21,平,朱雀,否,祭祀、嫁娶、纳婿、除服、成服、入殓、移柩,动土、作灶、入宅、开光、安床
2042-03-22,定,金匮,是,祈福、求嗣、开光、塑绘、斋醮、订盟、纳采、嫁娶、拆卸、安床、入宅、安香、移柩、修坟、安葬、谢土、栽种、解除、冠笄、裁衣、移徙、修造、动土、竖柱、放水、启钻、立碑,赴任
2042-03-23,执,天德,是,祭祀、解除、入殓、除服、成服、移柩、启钻、安葬、修坟、立碑、谢土、沐浴、扫舍、捕捉、取渔、结网、畋猎、理发,安床、嫁娶、作灶、入宅
2042-03-24,破,白虎,否,破屋、坏垣,诸事不宜
2042-03-25,危,玉堂,是,祭祀、出行、订盟、纳采、裁衣、合帐、冠笄、进人口、动土、安床、作灶、入殓、移柩、安葬、破土、结网、取渔、畋猎,作梁、造庙
2042-03-26,成,天牢,是,祭祀、开光、塑绘、订盟、纳采、合帐、冠笄、拆卸、动土、起基、上梁、入宅、安香、开市、立券、纳财、沐浴、求嗣、出火、竖柱、安门,造庙、嫁娶、伐木、安葬
2042-03-27,收,玄武,否,祭祀、沐浴、捕捉、栽种,嫁娶、入宅、移徙、作灶、安葬
2042-03-28,开,司命,是,祭祀、开光、塑绘、酬神、斋醮、订盟、纳采、嫁娶、裁衣、动土、起基、出火、拆卸、移徙、入宅、安香、修造、竖柱、上梁、纳畜、牧养、祈福、求嗣、解除、伐木、定磉、盖屋、安门,栽种、安葬
2042-03-29,闭,勾陈,否,订盟、纳采、冠笄、拆卸、修造、动土、安床、入殓、除服、成服、移柩、安葬、破土、启钻、造仓,作灶、开光、嫁娶、开市、入宅
2042-03-30,建,青龙,否,祈福、开光、塑绘、酬神、订盟、纳采、裁衣、安床、开市、立券、入殓、除服、成服、移柩、启钻、安葬、立碑、赴任、会亲友、出行、交易、竖柱,作灶、掘井、动土、栽种
2042-03-31,除,明堂,是,祭祀、扫舍、塞穴,栽种、作灶、安葬、嫁娶
2042-04-01,满,天刑,否,开光、塑绘、裁衣、冠笄、伐木、拆卸、竖柱、上梁、开仓、会亲友、安机械、造仓、盖屋、交易、解除、开市、立券、纳财,出行、嫁娶、入宅、安葬
2042-04-02,平,朱雀,否,冠笄、入殓、除服、成服、移柩、平治道涂、修饰垣墙,盖屋、作灶、治病、探病
2042-04-03,定,金匮,是,祭祀、嫁娶、祈福、纳采、裁衣、合帐、安床、入宅、安香、入殓、移柩、安葬、谢土、修造、安碓磑、求嗣、会亲友、挂匾、交易、立券、纳财、造仓、放水,栽种、伐木
2042-04-04,执,天德,是,祭祀、祈福、求嗣、斋醮、沐浴、纳畜、入殓、破土、安葬,移徙、入宅、嫁娶、出行、安床
2042-04-05,破,白虎,否,纳采、祭祀、祈福、求嗣、斋醮、出行、起基、盖屋、定磉、安门、入殓、安葬,嫁娶、开市、纳财、出火
2042-04-06,危,玉堂,是,祭祀、沐浴、解除、求医、治病、破屋、坏垣、馀事勿取,祈福、斋醮、开市、安葬
2042-04-07,成,天牢,是,沐浴、捕捉、畋猎、结网、取渔,祭祀、嫁娶、入宅、作灶、安葬
2042-04-08,收,玄武,否,祭祀、祈福、求嗣、斋醮、纳采、订盟、开光、竖柱、上梁、开仓、出货财、盖屋、起基、定磉、安门、诸事不宜、破土、入殓、启钻、谢土,出火、嫁娶、开市
2042-04-09,开,司命,是,祭祀、捕捉、解除、馀事勿取,嫁娶、安葬
2042-04-10,闭,勾陈,否,纳采、嫁娶、出行、开市、立券、纳畜、牧养、出火、移徙、入宅,祈福、动土、破土、安葬、入殓
2042-04-11,建,青龙,否,祭祀、祈福、求嗣、斋醮、冠笄、作灶、纳财、交易,开光、嫁娶、掘井、安葬、安门、探病
2042-04-12,除,明堂,是,祭祀、解除、教牛马、出行、馀事勿取,动土、破土、行丧、开光、作梁、安葬、探病
2042-04-13,满,天刑,否,沐浴、斋醮、解除、求医、治病、会亲友、造畜稠、栽种、理发、扫舍,开市、嫁娶、移徙、入宅、掘井、安葬
2042-04-14,平,朱雀,否,求嗣、出行、解除、订盟、纳采、嫁娶、会亲友、进人口、安床、开市、交易、纳畜、牧养、入殓、除服、成服、移柩、安葬、启钻,祈福、修造、动土、破土、谢土
2042-04-15,定,金匮,是,祭祀、作灶、平治道涂、馀事勿取,嫁娶、安葬、动土、安床、治病
2042-04-16,执,天德,是,造车器、祭祀、祈福、求嗣、斋醮、开市、交易、安机械、雕刻、开光、盖屋、合脊、起基、定磉、安门、纳畜、安葬、开生坟、立碑、谢土,入宅、动土、开仓、出货财
2042-04-17,破,白虎,否,祭祀、祈福、开光、求嗣、斋醮、纳采、订盟、求医、治病、起基、定磉、造船、取渔、解除、安葬、启钻、谢土、入殓,开市、动土、掘井、开池
2042-04-18,危,玉堂,是,祭祀、沐浴、破屋、坏垣、求医、治病、解除、馀事勿取,嫁娶、开市、交易、入宅、安葬
2042-04-19,成,天牢,是,诸事不宜,无
2042-04-20,成,天牢,是,祭祀、塑绘、开光、订盟、纳采、冠笄、裁衣、安机械、拆卸、修造、动土、安床、经络、开市,出火、入宅、安葬、伐木
2042-04-21,收,玄武,否,祭祀、馀事勿取,造庙、嫁娶、安床
2042-04-22,开,司命,是,订盟、纳采、嫁娶、进人口、会亲友、交易、立券、动土、除服、谢土、移柩、破土、启钻、赴任、出行、开市、纳财、栽种,入殓、安葬、入宅、安床
2042-04-23,闭,勾陈,否,祭祀、祈福、裁衣、合帐、安床、入殓、除服、成服、移柩、破土、启钻、安葬、谢土、立碑、造畜稠,掘井、安门、嫁娶、纳采
2042-04-24,建,青龙,否,祭祀、进人口、嫁娶、安床、解除、冠笄、出行、裁衣、扫舍,掘井、动土、破土、安葬、开光
2042-04-25,除,明堂,是,纳采、开光、求医、治病、动土、上梁、移徙、入宅,嫁娶、开市、安葬
2042-04-26,满,天刑,否,祭祀、会亲友、开市、安床、启钻、安葬,嫁娶、动土、破土
2042-04-27,平,朱雀,否,祭祀、作灶、掘井、平治道涂,嫁娶、安葬
2042-04-28,定,金匮,是,祭祀、斋醮、开市、动土、入殓、破土、安葬,嫁娶、移徙、入宅
2042-04-29,执,天德,是,嫁娶、纳采、祭祀、祈福、出行、移徙、求医,开市、动土、破土
2042-04-30,破,白虎,否,祭祀、求医、治病、解除、馀事勿取,诸事不宜
2042-05-01,危,玉堂,是,沐浴、结网、取渔,嫁娶、入宅、安葬
2042-05-02,成,天牢,是,无,诸事不宜
2042-05-03,收,玄武,否,解除、坏垣、馀事勿取,诸事不宜
2042-05-04,开,司命,是,嫁娶、开光、出行、出火、拆卸、进人口、开市、立券、交易、挂匾、入宅、移徙、安床、栽种,祈福、入殓、祭祀、作灶、安葬、探病
2042-05-05,闭,勾陈,否,祭祀、祈福、求嗣、开光、纳采、订盟、嫁娶、出行、动土、破土、会亲友、开市、交易、立券、习艺、拆卸、起基、安碓磑、放水、开池、造仓、开渠、栽种、谢土、启钻、修坟、立碑,入宅、安门、安葬
2042-05-06,建,青龙,否,嫁娶、冠笄、祭祀、出行、移徙、入宅、作灶、造车器、补垣、塞穴、开厕、破土、启钻、除服、成服、入殓,盖屋、造桥、安门、安葬、上梁
2042-05-07,除,明堂,是,祭祀、解除、断蚁、会亲友、馀事勿取,嫁娶、安葬
2042-05-08,满,天刑,否,嫁娶、纳采、订盟、祭祀、祈福、治病、造车器、修造、动土、移徙、入宅,开市、出行、安床、作灶、安葬
2042-05-09,平,朱雀,否,嫁娶、纳采、订盟、会亲友、安机械、结网、冠笄、祭祀、求嗣、进人口、经络,开市、作灶、动土、行丧、安葬
2042-05-10,定,金匮,是,祭祀、沐浴、移徙、破土、安葬、扫舍、平治道涂,祈福、嫁娶、入宅、安床、作灶
2042-05-11,执,天德,是,祭祀、祈福、斋醮、求嗣、安机械、纳畜、移徙、入宅、塑绘、开光、起基、竖柱、上梁、作灶、安门、安香、出火、盖屋、启钻、安葬,动土、破土、嫁娶
2042-05-12,破,白虎,否,嫁娶、纳采、订盟、斋醮、开光、祭祀、祈福、求医、治病、会亲友、动土、解除、捕捉、纳畜、牧养、入殓、破土、安葬,移徙、入宅、盖屋、架马
2042-05-13,危,玉堂,是,祭祀、沐浴、解除、破屋、坏垣、馀事勿取,行丧、安葬
